Province,Type,Name,Tel,Longitude,Latitude
KwaZulu-Natal,Clinic,KwaNgcolosi Clinic,031-7669135,30.838642,-29.70213
KwaZulu-Natal,Clinic,KwaNkundla Clinic,034-4138003,31.26791,-27.39877
KwaZulu-Natal,Clinic,KwaNyezi Clinic,342717018,30.75887,-28.32554
KwaZulu-Natal,Clinic,KwaNyuswa Clinic,032-5322361,30.957802,-29.440032
KwaZulu-Natal,Clinic,KwaSenge Clinic,076-4222088/071-2179537,30.77531,-28.80828
KwaZulu-Natal,Clinic,KwaShoba Clinic,034-4132081,31.47444,-27.3677
KwaZulu-Natal,Clinic,KwaSimama Clinic,031-5031570,30.97158,-29.748918
KwaZulu-Natal,Clinic,KwaYanguye Clinic,035-4500972,31.550707,-28.488611
KwaZulu-Natal,Clinic,KwaZibi Clinic,355748160,32.75479,-27.14578
KwaZulu-Natal,Clinic,La Lucia Clinic,031-5723547,31.062797,-29.754598
KwaZulu-Natal,Clinic,Ladam Irene Clinic,072-2949453,29.792921,-30.315488
KwaZulu-Natal,Clinic,Ladybank Clinic,343669401,30.2154,-27.96416
KwaZulu-Natal,Clinic,Ladysmith Gateway Clinic,0366355001/0366355002/0366355003,29.76511,-28.55897
KwaZulu-Natal,Regional Hospital,Ladysmith Hospital,036-6372111,29.765278,-28.558185
KwaZulu-Natal,Clinic,Lamontville Clinic,031-4692367,30.943653,-29.950115
KwaZulu-Natal,Clinic,Lancers Road Clinic,031-3077574,31.009689,-29.857864
KwaZulu-Natal,Clinic,Limehill Clinic,342610595,30.244248,-28.438355
KwaZulu-Natal,Clinic,Limit Hill Clinic,036-6373185,29.80534,-28.53881
KwaZulu-Natal,Clinic,Lindelani Clinic,083-4571168,30.933847,-29.750253
KwaZulu-Natal,Clinic,Lomo Clinic,035-8799014,31.63445,-28.21684
KwaZulu-Natal,Clinic,Lourdes Clinic,039-2597012,29.705948,-30.208685
KwaZulu-Natal,Clinic,Louwsburg Clinic,349075948,31.30045,-27.57801
KwaZulu-Natal,Clinic,Lovu Clinic,031-3229016,30.826977,-30.062207
KwaZulu-Natal,District Hospital,Lower Umfolozi War Memorial Hospital,035-5907000,31.895639,-28.739507
KwaZulu-Natal,Clinic,Ludimala Clinic,039-3149594,30.28333,-30.86893
KwaZulu-Natal,Clinic,Luganda Clinic,031-7067032,30.80376,-29.888276
KwaZulu-Natal,Clinic,Luneburg Clinic,034-9950053,30.63093,-27.32985
KwaZulu-Natal,Clinic,Luwamba Clinic,083-3280145,31.694929,-28.62971
KwaZulu-Natal,Clinic,Mabamba Clinic,078-8892920,31.865426,-28.808888
KwaZulu-Natal,Clinic,Mabedlane Clinic,035-8799007,31.3839,-28.29981
KwaZulu-Natal,Clinic,Mabheleni Clinic,039-6999082,30.32103,-30.44209
KwaZulu-Natal,Clinic,Mabhuqweni Clinic,035-8338006,30.835555,-28.510373
KwaZulu-Natal,Clinic,Mabibi Clinic,035-5928088,32.73092,-27.32839
KwaZulu-Natal,Clinic,Macabuzela Clinic,355627008,32.15997,-28.02811
KwaZulu-Natal,Clinic,Macambini Clinic,032-4539013,31.57012,-29.125901
KwaZulu-Natal,Clinic,Machibini Clinic,035-5507911,32.04522,-28.28121
KwaZulu-Natal,Clinic,Madadeni 1 Clinic,343292122,30.024138,-27.752218
KwaZulu-Natal,Clinic,Madadeni 5 Clinic,343292123,30.042055,-27.756412
KwaZulu-Natal,Clinic,Madadeni 7 Clinic,343143701,30.033073,-27.74861
KwaZulu-Natal,Clinic,Madadeni Gateway Clinic,343288346,30.0508,-27.7636
KwaZulu-Natal,Regional Hospital,Madadeni Hospital,343288000,30.050536,-27.76339
KwaZulu-Natal,Clinic,Madiba Clinic,036-3528940,29.69263,-28.97938
KwaZulu-Natal,Clinic,Madlala Clinic,039-6959003,30.42725,-30.63114
KwaZulu-Natal,Clinic,Madonela Clinic,355725050,32.26248,-27.34288
KwaZulu-Natal,Clinic,Madwaleni Clinic,035-5507909,32.22208,-28.26372
KwaZulu-Natal,Clinic,Mafakathini Clinic,033-9970600,30.1476,-29.64405
KwaZulu-Natal,Clinic,Magabheni Clinic,039-9707015,30.76575,-30.173469
KwaZulu-Natal,Clinic,Magagadolo Clinic,035-8329000,31.407391,-28.032014
KwaZulu-Natal,Clinic,Maguzu Clinic,033-3909021,30.564448,-29.581533
KwaZulu-Natal,Clinic,Mahashini Clinic,072-1417073,31.52567,-27.87648
KwaZulu-Natal,Regional Hospital,Mahatma Gandhi Hospital,315021719,31.029532,-29.718741
KwaZulu-Natal,Clinic,Mahlungulu Clinic,355929988,32.81163,-26.88633
KwaZulu-Natal,Clinic,Makhathini Clinic,035-5725590,32.16026,-27.44383
KwaZulu-Natal,Clinic,Makhosini Clinic,035-4500914,31.271612,-28.37908
KwaZulu-Natal,Clinic,Makhowe Clinic,355627006,32.14029,-27.96078
KwaZulu-Natal,Clinic,Makhwela Clinic,083-2367517,31.34952,-27.68678
KwaZulu-Natal,Clinic,Malenge Clinic,039-2597013,29.62289,-30.147924
KwaZulu-Natal,Clinic,Malunga Clinic,035-8338005,30.901824,-28.53696
KwaZulu-Natal,Clinic,Manaba Clinic,035-5748161,32.43432,-27.28726
KwaZulu-Natal,Clinic,Mandaba Clinic,035-8338007,31.215809,-28.680314
KwaZulu-Natal,Clinic,Mandeni Clinic,032-4568246,31.410068,-29.153318
KwaZulu-Natal,Clinic,Mandlanzini Clinic,035-7860929,32.104379,-28.738355
KwaZulu-Natal,Clinic,Mandleni Clinic,334939501,30.357789,-28.72373
KwaZulu-Natal,Clinic,Mangeni Clinic,034-2718114,30.772946,-28.46614
KwaZulu-Natal,District Hospital,Manguzi Hospital,355920150,32.75637,-26.98403
KwaZulu-Natal,Clinic,Manyane Clinic,035-8346000,30.903431,-28.775324
KwaZulu-Natal,Clinic,Manyiseni Clinic,3559110045,32.03564,-26.914
KwaZulu-Natal,Clinic,Maphephetheni Clinic,031-7777707,30.792355,-29.645426
KwaZulu-Natal,Clinic,Maphophoma Clinic,071-5608622,31.679984,-28.037503
KwaZulu-Natal,Clinic,Maphumulo Clinic,032-4816842,31.066447,-29.15686
KwaZulu-Natal,Clinic,Maputa Clinic,082-7925328,32.75556,-26.99444
KwaZulu-Natal,Clinic,Maqumbi Clinic,032-4816024,31.202736,-29.173628
KwaZulu-Natal,Clinic,Marburg Clinic,039-6882182,30.42966,-30.74754
KwaZulu-Natal,Clinic,Margate Clinic,039-3128382,30.364194,-30.867209
KwaZulu-Natal,Clinic,Mariannridge Clinic,031-7031625,30.82117,-29.862495
KwaZulu-Natal,Clinic,Mason Street Clinic,349821972,30.80109,-27.76578
KwaZulu-Natal,Clinic,Masons Clinic,033-3931095,30.434774,-29.555652
KwaZulu-Natal,Clinic,Masotsheni Clinic,342718164,30.576856,-28.286975
KwaZulu-Natal,Clinic,Mathungela Clinic,035-4761008,31.080979,-28.89687
KwaZulu-Natal,Clinic,Matiwaneskop Clinic,036-4211825,29.897825,-28.350763
KwaZulu-Natal,Clinic,Mawele Clinic,034-6627008,30.556283,-28.694371
KwaZulu-Natal,Clinic,Mayizekane Clinic,033-5030155,30.625094,-29.531123
KwaZulu-Natal,Clinic,Mazabeko Clinic,346427000,30.586576,-28.530478
KwaZulu-Natal,Clinic,Mbadleni Clinic,035-5910249,32.13522,-26.96269
KwaZulu-Natal,Clinic,Mbangweni Clinic,334961308,30.403156,-28.821915
KwaZulu-Natal,Clinic,Mbazwana Clinic,035-5710211,32.586,-27.48544
KwaZulu-Natal,Clinic,Mbekaphansi Clinic,032-4817776,30.967514,-29.092299
KwaZulu-Natal,District Hospital,Mbongolwane Hospital,035-4766242,31.196129,-28.93597
KwaZulu-Natal,Clinic,Mbonwa Clinic,039-5530057,29.800769,-30.618058
KwaZulu-Natal,Clinic,Mboza Clinic,355918012,32.26986,-27.18032
KwaZulu-Natal,Clinic,Mbuthisweni Clinic,033-2129410,30.457975,-30.059767
KwaZulu-Natal,Clinic,Mduku Clinic,355620219,32.38807,-27.8281
KwaZulu-Natal,Clinic,Mdumezulu Clinic,035-8701025,31.42811,-28.28497
KwaZulu-Natal,Clinic,Meadow Sweet Clinic,039-4330299,30.03235,-30.63895
KwaZulu-Natal,Clinic,Melmoth Clinic,035-4508020,31.397772,-28.589129
KwaZulu-Natal,Clinic,Merebank Clinic,031-4684428,30.970279,-29.953108
KwaZulu-Natal,Clinic,Mfongosi Clinic,035-8346001,30.806482,-28.715751
KwaZulu-Natal,Clinic,Mfume Clinic,031-9768006,30.74404,-30.11986
KwaZulu-Natal,Clinic,Mgangeni Clinic,039-9719142,30.38099,-30.237236
KwaZulu-Natal,Clinic,Mgayi Clinic,039-9779200,30.47667,-30.38428
KwaZulu-Natal,Clinic,Mhlangana Clinic,334961152,30.301398,-28.837005
KwaZulu-Natal,Clinic,Mhlungwane Clinic,073-2203822/078-1876085,30.837083,-28.13813
KwaZulu-Natal,Clinic,Mkhonjane Clinic,342718005,30.577392,-28.150461
KwaZulu-Natal,Clinic,Mkuze Clinic,355731082,32.03188,-27.61855
KwaZulu-Natal,Clinic,Mndozo Clinic,071-2546303,30.190258,-27.747401
KwaZulu-Natal,Clinic,Mnqobokazi Clinic,355628022,32.45598,-27.7059
KwaZulu-Natal,Clinic,Mntungwana Clinic,039-8350322,30.305561,-30.146621
KwaZulu-Natal,Clinic,Mnyamana Clinic,039-8328053,29.9335,-29.81545
KwaZulu-Natal,Clinic,Molokohlo Clinic,032-5323142,31.036248,-29.492258
KwaZulu-Natal,Clinic,Molweni Clinic,317763364,30.878746,-29.739899
KwaZulu-Natal,Clinic,Mondlo 2 Clinic,034-9331135,30.70956,-27.9764
KwaZulu-Natal,District Hospital,Montebello Hospital,033-5067000,30.807206,-29.439345
KwaZulu-Natal,Clinic,Mooi River Clinic,033-2631439,29.996071,-29.207438
KwaZulu-Natal,Clinic,Morrison's Post Clinic,039-6849210,30.42173,-30.56581
KwaZulu-Natal,Clinic,Mosvold Gateway Clinic,355910122,32.004842,-27.135974
KwaZulu-Natal,District Hospital,Mosvold Hospital,035-5910122,32.004842,-27.135974
KwaZulu-Natal,Clinic,Mpandleni Clinic,035-8330476,31.088608,-28.620445
KwaZulu-Natal,Clinic,Mpembeni Clinic,082-6403433/072-5867056,31.94133,-28.13231
KwaZulu-Natal,Clinic,Mphise Clinic,032-4815714,31.101029,-29.017171
KwaZulu-Natal,Clinic,Mpola Clinic,031-7032622,30.810712,-29.85356
KwaZulu-Natal,Clinic,Mpophomeni Clinic,033-2380026,30.186578,-29.566174
KwaZulu-Natal,Clinic,Mpukunyoni Clinic,035-5509142,32.17427,-28.36738
KwaZulu-Natal,Clinic,Mpumalanga Clinic,317720078,30.621675,-29.803945
KwaZulu-Natal,Clinic,Mpumelelo Clinic,032-4837665,31.291157,-29.194312
KwaZulu-Natal,Clinic,Mpumuza Clinic,033-3241181,30.27101,-29.60599
KwaZulu-Natal,Clinic,Mpungamhlophe Clinic,035-5400915,31.25377,-28.26602
KwaZulu-Natal,District Hospital,Mseleni Hospital,035-5741004/035-5741008,32.55664,-27.32566
KwaZulu-Natal,Clinic,Mshudu Clinic,355929100,32.71829,-26.93222
KwaZulu-Natal,Clinic,Msunduze Bridge Clinic,031-7829028,30.636814,-29.662982
KwaZulu-Natal,Clinic,Mthandeni Clinic,032-4802042,31.077659,-29.262169
KwaZulu-Natal,Clinic,Mthimude Clinic,039-5430348,30.04155,-30.79748
KwaZulu-Natal,Clinic,Mthungweni Clinic,035-4761000,31.053801,-28.811024
KwaZulu-Natal,Clinic,Mtubatuba Clinic,035-5510599,32.18526,-28.41123
KwaZulu-Natal,Clinic,Mumbe Clinic,084-0242589,30.548577,-28.753328
KwaZulu-Natal,Clinic,Murchison Gateway Clinic,039-6877290,30.34402,-30.72804
KwaZulu-Natal,District Hospital,Murchison Hospital,039-6877311,30.34402,-30.72804
KwaZulu-Natal,Clinic,Mvelabusha Clinic,355748162,32.71321,-27.15918
KwaZulu-Natal,Clinic,Mvoti Clinic,039-2597018,29.52058,-30.11531
KwaZulu-Natal,Clinic,Mvubukazi Clinic,082-2652333,29.847091,-30.281271
KwaZulu-Natal,Clinic,Mvutshini Clinic (Hibiscus Coast),039-3144387,30.37167,-30.86013
KwaZulu-Natal,Clinic,Mvutshini Clinic (uMlalazi),035-3374183,31.569289,-28.951687
KwaZulu-Natal,Clinic,Mzamo Clinic,0317063629/0317063710,30.830021,-29.872292
KwaZulu-Natal,Clinic,Naas Farm Clinic,343669166,30.225972,-27.827587
KwaZulu-Natal,Clinic,Nagina Clinic,0317062778/0317069278,30.812235,-29.870115
KwaZulu-Natal,Clinic,Nandi Clinic,032-4375078,31.302538,-29.322463
KwaZulu-Natal,Clinic,Ncemaneni Clinic,035-8799017,31.66601,-28.33601
KwaZulu-Natal,Clinic,Ncibidwane Clinic,036-3538999,29.63677,-29.1874
KwaZulu-Natal,Clinic,Ncotshane Clinic,034-3161043,31.57839,-27.34743
KwaZulu-Natal,Clinic,Ncwadi Clinic,033-9971060,29.98536,-29.77682
KwaZulu-Natal,Clinic,Ndabaningi Clinic,035-4761004,31.068462,-28.7527
KwaZulu-Natal,Clinic,Ndaleni Clinic,033-2129421,30.247059,-29.887002
KwaZulu-Natal,Clinic,Ndelu Clinic,039-6991130,30.43265,-30.49914
KwaZulu-Natal,Clinic,Ndlangubo Clinic,035-7928714,31.697847,-28.765842
KwaZulu-Natal,Clinic,Ndulinde Clinic,032-4552040,31.431834,-29.044085
KwaZulu-Natal,Clinic,Ndumo Clinic,035-5910150,32.25149,-26.9251
KwaZulu-Natal,Clinic,Ndundulu Clinic,072-4647531,31.51057,-28.679204
KwaZulu-Natal,Clinic,Ndwebu Clinic,039-8350259,30.939442,-29.511451
KwaZulu-Natal,CHC,Ndwedwe CHC,032-5323050,30.937473,-29.513342
KwaZulu-Natal,Clinic,Nellies Farm Clinic,343667783,30.168082,-27.927014
KwaZulu-Natal,Clinic,New Germany Clinic,0313116524/0313116525,30.875748,-29.798154
KwaZulu-Natal,Clinic,Newcastle Clinic,034-3287754,29.93014,-27.75689
KwaZulu-Natal,Clinic,Newcastle Gateway Clinic,034-3280061,29.93597,-27.76253
KwaZulu-Natal,Regional Hospital,Newcastle Hospital,343280000,29.938189,-27.762146
KwaZulu-Natal,Clinic,Newlands East Clinic,031-5772913,30.969906,-29.787812
KwaZulu-Natal,Clinic,Newlands West Clinic,315785756,30.95483,-29.779087
KwaZulu-Natal,CHC,Newtown A CHC,315104100,30.941888,-29.711684
KwaZulu-Natal,Clinic,Ngqeku Clinic,035-8314053,31.59507,-27.876136
KwaZulu-Natal,Clinic,Ngubeni Clinic,033-5050308,30.234093,-29.697086
KwaZulu-Natal,Clinic,Ngubevu Clinic,334131724,30.620232,-28.740558
KwaZulu-Natal,Clinic,Ngudwini Clinic,032-4569011,31.250876,-29.050737
KwaZulu-Natal,Clinic,Ngwelezana Clinic,035-7941051,31.861982,-28.773922
KwaZulu-Natal,Tertiary Hospital,Ngwelezana Hospital,035-5901700,31.864665,-28.77774
KwaZulu-Natal,Clinic,Nhlabane Clinic,035-7730193,32.239047,-28.641838
KwaZulu-Natal,Clinic,Nhlalwane Clinic,039-8350258,30.08512,-30.45653
KwaZulu-Natal,Clinic,Nhlungwana Clinic,035-8702101,31.50194,-28.30692
KwaZulu-Natal,Clinic,Niemeyer Gateway Clinic,034-3313011,30.31595,-27.66179
KwaZulu-Natal,District Hospital,Niemeyer Memorial Hospital,343313011,30.316676,-27.662444
KwaZulu-Natal,Clinic,Njoko Clinic,072-5285681,31.85331,-27.8086
KwaZulu-Natal,Clinic,Nkande Clinic,349339230,30.623824,-27.992658
KwaZulu-Natal,District Hospital,Nkandla Hospital,035-8335000,31.087494,-28.623753
KwaZulu-Natal,Clinic,Nkonjeni Gateway Clinic,035-8730013,31.41517,-28.22664
KwaZulu-Natal,District Hospital,Nkonjeni Hospital,035-8730013,31.41517,-28.22664
KwaZulu-Natal,Clinic,Nkundusi Clinic,035-5627007,32.31981,-28.14607
KwaZulu-Natal,Clinic,Nkungwini Clinic,035-5910078,32.00876,-27.00989
KwaZulu-Natal,Clinic,Nkunzana Clinic,083-7111610,31.70636,-27.73985
KwaZulu-Natal,Clinic,Nkwali Clinic,031-9166198,30.79818,-30.102
KwaZulu-Natal,Clinic,Nkwalini Clinic,035-4600104,31.524931,-28.725936
KwaZulu-Natal,Clinic,Nocomboshe Clinic,072-7358815,30.622324,-28.668275
KwaZulu-Natal,Clinic,Nokweja Clinic,039-8349210,30.02097,-30.297344
KwaZulu-Natal,Clinic,Nomdiya Clinic,035-8799026,31.377822,-28.227386
KwaZulu-Natal,Clinic,Nomponjwana Clinic,082-2397738,31.579838,-28.638359
KwaZulu-Natal,Clinic,Nondabuya Clinic,035-8381003,32.15599,-27.34592
KwaZulu-Natal,Clinic,Nondweni Clinic,342718037,30.81723,-28.19461
KwaZulu-Natal,Clinic,Nongamlane Clinic,035-8337004,30.923011,-28.428968
KwaZulu-Natal,Clinic,Nongoma Clinic,035-8313243,31.650186,-27.89991
KwaZulu-Natal,Clinic,Northdale Clinic,033-3871821,30.402485,-29.566573
KwaZulu-Natal,Clinic,Northdale Gateway Clinic,033-3879029,30.401037,-29.577754
KwaZulu-Natal,District Hospital,Northdale Hospital,033-3879000,30.401037,-29.577754
KwaZulu-Natal,CHC,Nseleni CHC,035-5112417,32.025838,-28.666106
KwaZulu-Natal,Clinic,Nsimbini Clinic,031-9000088,30.855687,-30.000896
KwaZulu-Natal,Clinic,Ntababomvu Clinic,083-2367540,30.7151,-28.0385
KwaZulu-Natal,Clinic,Ntabamhlope Clinic,036-3538607,29.688698,-29.103963
KwaZulu-Natal,Clinic,Ntabeni Clinic,039-3192643,30.23546,-30.97163
KwaZulu-Natal,Clinic,Ntambanana Clinic,035-7928388,31.746755,-28.604568
KwaZulu-Natal,Clinic,Ntembeni Clinic,033-5050323,30.248985,-29.715798
KwaZulu-Natal,Clinic,Ntembisweni Clinic,334459697,30.760544,-29.165278
KwaZulu-Natal,Clinic,Ntimbankulu Clinic,039-6959483,30.27177,-30.55663
KwaZulu-Natal,Clinic,Ntinini Clinic,084-8918817,30.898104,-28.269396
KwaZulu-Natal,Clinic,Ntondweni Clinic,035-5507900,32.16822,-28.1998
KwaZulu-Natal,Clinic,Ntshongwe Clinic,035-5719105,32.37124,-27.43392
KwaZulu-Natal,Clinic,Ntshongweni Clinic,317759014,30.687574,-29.853065
KwaZulu-Natal,Clinic,Ntumeni Clinic,035-4761007,31.322448,-28.858903
KwaZulu-Natal,Clinic,Ntuze Clinic,035-3404266,31.740918,-28.890278
KwaZulu-Natal,Clinic,Ntuzuma Clinic,315091747,30.947116,-29.72779
KwaZulu-Natal,Clinic,Nxamalala Clinic (Eshowe),035-4761005,31.117795,-28.832613
KwaZulu-Natal,Clinic,Nxamalala Clinic (Impendle),033-9967000,29.770905,-29.599548
KwaZulu-Natal,Clinic,Nyangwini Happy Hours Clinic,039-9721631,30.59327,-30.50311
KwaZulu-Natal,Clinic,Ocilwane Clinic,035-5809228,31.989334,-28.412653
KwaZulu-Natal,Clinic,Odidini Clinic,031-9151502,30.680936,-30.035226
KwaZulu-Natal,Clinic,Ohwebede Clinic,032-4589001,31.512155,-29.180473
KwaZulu-Natal,Clinic,Oliviershoek Clinic,036-4482661,29.156985,-28.699105
KwaZulu-Natal,Clinic,Ophansi Clinic,035-5958398,32.31415,-27.58916
KwaZulu-Natal,Clinic,Ophondweni Clinic,355725592,32.09982,-27.30026
KwaZulu-Natal,Clinic,Ophuzana Clinic,078-5492853,30.950839,-27.469497
KwaZulu-Natal,Clinic,Oqaqeni Clinic,032-4816023,31.160861,-29.14053
KwaZulu-Natal,Clinic,Oqondweni Clinic,035-5717000,32.44586,-27.57185
KwaZulu-Natal,Clinic,Oribi Clinic,033-3864947,30.3963,-29.63804
KwaZulu-Natal,District Hospital,Osindisweni Hospital,325419200,30.982711,-29.608445
KwaZulu-Natal,Clinic,Osizweni (Umlazi Q) Clinic,031-9071150,30.895303,-29.974846
KwaZulu-Natal,Clinic,Osizweni 1 Clinic,343660002,30.130767,-27.791203
KwaZulu-Natal,Clinic,Osizweni 2 Clinic,343660061,30.12162,-27.79198
KwaZulu-Natal,Clinic,Osizweni 3 Clinic,343137639,30.161097,-27.784274
KwaZulu-Natal,Clinic,Osungulweni Clinic,035-4761009,31.204307,-28.843985
KwaZulu-Natal,Clinic,Otimati Clinic,032-4816778,31.148987,-29.199323
KwaZulu-Natal,Clinic,Pata Clinic,033-3238157,30.326176,-29.662022
KwaZulu-Natal,Clinic,Paulpietersburg Satellite Clinic,034-9951650,30.804417,-27.76714
KwaZulu-Natal,Clinic,Peaceville Clinic,031-7728006,30.609128,-29.797369
KwaZulu-Natal,Clinic,Pennington Clinic,039-9751100,30.70339,-30.37076
KwaZulu-Natal,Clinic,Phaphamani Clinic,035-7960135,31.893576,-28.889787
KwaZulu-Natal,Clinic,Phatheni Clinic,033-2129414,30.21231,-29.95411
KwaZulu-Natal,Clinic,Phelandaba Clinic,035-5921040,32.55651,-27.08398
KwaZulu-Natal,Clinic,Philani Clinic,039-9740053,30.68312,-30.25138
KwaZulu-Natal,CHC,Phoenix CHC,315380800,30.992609,-29.707382
KwaZulu-Natal,Specialised Rehabilitation Hospital,Phoenix Rehabilitation Centre,031-5007401,30.99653,-29.691208
KwaZulu-Natal,CHC,Pholela CHC,039-8329491,29.858579,-29.763837
KwaZulu-Natal,Clinic,Phungashe Clinic,039-8350315,30.15072,-30.42536
KwaZulu-Natal,Clinic,Pine Street (Greytown) Clinic,334139147,30.59368,-29.05854
KwaZulu-Natal,Clinic,Pinetown Clinic,031-3116839,30.858986,-29.817413
KwaZulu-Natal,Clinic,Pisgah Clinic,039-4330540,29.879229,-30.683914
KwaZulu-Natal,Clinic,Pongola Clinic,0344131772/0344132318,31.610831,-27.37877
KwaZulu-Natal,Clinic,Port Edward Clinic,039-3112304,30.21088,-31.04673
KwaZulu-Natal,Clinic,Port Shepstone Clinic,039-6882173,30.44332,-30.73751
KwaZulu-Natal,Regional Hospital,Port Shepstone Hospital,039-6886000,30.45173,-30.743339
KwaZulu-Natal,Clinic,Prince Mshiyeni Gateway Clinic,031-9078111,30.94162,-29.957593
KwaZulu-Natal,Regional Hospital,Prince Mshiyeni Memorial Hospital,319078111,30.93235,-29.956366
KwaZulu-Natal,Clinic,Prince Zulu Communicable Diseases Centre Clinic,031-3224250,31.009549,-29.859227
KwaZulu-Natal,Clinic,Princess Mhlosheni Clinic,034-9968100,30.986513,-27.435309
KwaZulu-Natal,Clinic,Qadi Clinic,031-5181170,30.903122,-29.66748
KwaZulu-Natal,Clinic,Qalukubheka Clinic,034-9699000,31.165243,-27.488516
KwaZulu-Natal,Clinic,Qinelani Clinic,076-7880628,30.510675,-28.531774
KwaZulu-Natal,Clinic,Queen Nolonolo Clinic,0358313243/0358313023,31.649809,-27.899103
KwaZulu-Natal,Clinic,Qulashe Clinic,0337019002/0337019003,29.725834,-30.016764
KwaZulu-Natal,Clinic,Redcliffe Clinic,325333431,31.021614,-29.639621
KwaZulu-Natal,Clinic,Redhill Clinic,031-5641211,31.020262,-29.777967
KwaZulu-Natal,Clinic,Reservoir Hills Clinic,031-2624912,30.952156,-29.803137
KwaZulu-Natal,Clinic,Richards Bay Clinic,035-9075303,32.05025,-28.7555
KwaZulu-Natal,Specialised Tb Hospital,Richmond Chest Hospital (TB),033-2122170,30.275359,-29.864933
KwaZulu-Natal,Clinic,Richmond Clinic,033-2122109,30.274324,-29.868806
KwaZulu-Natal,Clinic,Rietvlei Clinic,078-6852469,29.83286,-30.48627
KwaZulu-Natal,District Hospital,Rietvlei Hospital,039-2605000,29.827468,-30.487004
KwaZulu-Natal,Clinic,Riverside Clinic,039-3809200,29.70181,-30.08038
KwaZulu-Natal,Clinic,RK Khan Gateway Clinic,031-4596337,30.886307,-29.917127
KwaZulu-Natal,Regional Hospital,RK Khan Hospital,314596000,30.886307,-29.917127
KwaZulu-Natal,Clinic,Rockcliff Clinic,342612010,30.20779,-28.50071
KwaZulu-Natal,Clinic,Rorke's Drift Clinic,346421048,30.54022,-28.36278
KwaZulu-Natal,Clinic,Rydalvale Clinic,031-5032990,30.970521,-29.748175
KwaZulu-Natal,Clinic,Sahlumbe Clinic,363547022,30.19308,-28.739084
KwaZulu-Natal,Clinic,Sakhimpilo Clinic,082-3980105,30.23671,-28.18352
KwaZulu-Natal,Clinic,Samungu Clinic,032-4559000,31.325476,-28.999062
KwaZulu-Natal,Clinic,Sandanezwe Clinic,039-8318222,30.00039,-29.86822
KwaZulu-Natal,Clinic,Sangcwaba Clinic,039-8350035,30.406675,-30.185584
KwaZulu-Natal,Clinic,Santombe Clinic,0394339907/0394339908/0394339909,30.024852,-30.530032
KwaZulu-Natal,Clinic,Sappi Clinic (Umbonambi),035-5801736,32.090136,-28.594555
KwaZulu-Natal,Clinic,Savannah Park Clinic,073-0089616,30.847142,-29.883202
KwaZulu-Natal,Clinic,Scottburgh Clinic,039-9761202,30.75435,-30.28622
KwaZulu-Natal,Clinic,Scottsville Clinic,033-3867311,30.394272,-29.624998
KwaZulu-Natal,Clinic,Sea Cow Lake Clinic,031-1532443,31.00205,-29.796352
KwaZulu-Natal,Clinic,Shakaskraal Clinic,032-9471455,31.218507,-29.451725
KwaZulu-Natal,Clinic,Shallcross Clinic,0313112571/0313112584,30.878636,-29.889258
KwaZulu-Natal,Clinic,Shelly Beach Clinic,0393159231/0,30.4118,-30.8007
KwaZulu-Natal,Clinic,Shemula Clinic,035-5911004,32.22862,-27.082
KwaZulu-Natal,Clinic,Sibuyane Clinic,033-4440000,30.89924,-28.84451
KwaZulu-Natal,Clinic,Sihleza Clinic,039-2597009,29.725093,-30.454121
KwaZulu-Natal,Clinic,Sinathing Clinic,033-3999009,30.294848,-29.675089
KwaZulu-Natal,Clinic,Singisi Clinic,039-7474380,29.546893,-30.251018
KwaZulu-Natal,Clinic,Siphamandla Clinic,039-2597010,29.819325,-30.132959
KwaZulu-Natal,Clinic,Siphilile Clinic,084-5073278,31.503258,-28.82402
KwaZulu-Natal,Clinic,Siphimpilo Clinic,343931121,30.159158,-28.195
KwaZulu-Natal,Clinic,Sivananda Clinic,0315190310/0315190375/0315190365,30.957273,-29.699255
KwaZulu-Natal,Clinic,Siyakhathala Clinic,034+9335117,30.787954,-28.093513
KwaZulu-Natal,Clinic,Sizana Clinic,034-9679105,31.40055,-27.92889
KwaZulu-Natal,Clinic,Sobantu Clinic,033-3903519,30.424884,-29.595262
KwaZulu-Natal,Clinic,Sokhulu Clinic,035-5308107,32.314385,-28.553517
KwaZulu-Natal,Clinic,Somkhele Clinic,035-5507913,32.10105,-28.33076
KwaZulu-Natal,Clinic,Songonzima Clinic,033-9970197,30.12528,-29.69794
KwaZulu-Natal,Clinic,Southport Clinic,0396813257/0396813372,30.50544,-30.67819
KwaZulu-Natal,Clinic,Sovane Clinic,035-5958011,31.79266,-27.65295
KwaZulu-Natal,Regional Hospital,St Aidans Hospital,313142200,31.010982,-29.850741
KwaZulu-Natal,Clinic,St Andrew's Gateway Clinic,083-3780595,28.04807,-30.575155
KwaZulu-Natal,District Hospital,St Andrew's Hospital,039-4331955,29.88928,-30.57556
KwaZulu-Natal,Clinic,St Apollinaris Gateway Clinic,039-8338000,29.727421,-30.017389
KwaZulu-Natal,District Hospital,St Apollinaris Hospital,039-9833500,29.727421,-30.017389
KwaZulu-Natal,Clinic,St Faith's Clinic,039-8357672,30.20199,-30.52961
KwaZulu-Natal,Clinic,St Francis Gateway Clinic,035-8730203,31.47712,-28.22367
KwaZulu-Natal,District Hospital,St Francis Hospital,035-8730203,31.47673,-28.22467
