name,telephone,adress,gps,lattitude,longitude
 Kookrus Clinic,+27 16 363 1101,"Corner of Verwoerd and Marthinus Oosthuizen Streets, Meyerton, Gauteng, 1961","-26.58894, 28.00349",-32.92419,27.42365
 Kopano Ke Maatla Home-Based Care,+27 12 373 4092,"1770 Komane Street, Atteridgeville, Pretoria, Gauteng, 0008","-25.77052, 28.07178",-32.92419,27.42365
 Kopanong Hospital,+27 16 428 7000,"2 Casino Road, Duncanville, Vereeniging, Gauteng, 1939","-26.63797, 27.93337",-32.92419,27.42365
 KT Motubatse Community Health Centre,+27 12 791 9100,"Plot 20941, Soshanguve Extension 4, Soshanguve, Gauteng, 0152","-25.56602, 28.06015",-32.92419,27.42365
 Kwaze Kwasa Home-Based Care,+27 11 906 4007,"6120 Ditsheto Street, Vosloorus, Rusloo, Gauteng, 1475","-26.25271, 27.81999",-32.92419,27.42365
 Ladies of Hope,+27 10 230 0046,"243 Sixth Avenue, Ennerdale, Gauteng, 1830","-26.41641, 27.84886",-32.92419,27.42365
 Lancet Laboratories - Rivonia Family Centre,+27 11 783 2906,"The Wedge Shopping Centre, 255 Rivonia Road, Sandton, Gauteng, 2196","-26.07490, 28.06421",-32.92419,27.42365
 Lancet Laboratories - Sandton Medi-Clinic,+27 11 549 3780,"Room 14, 1st Floor, Sandton Medi-Clinic, Corner of Peter Place and Main Drive, Sandton, Gauteng, 2196","-26.07775, 28.01130",-32.92419,27.42365
 Laudium Community Health Centre,+27 12 374 9900,"25 Bengal Street, Laudium, Pretoria, Gauteng, 0037","-25.78459, 28.08227",-32.92419,27.42365
 Laudium Community Health Centre Mobile Clinic,+27 12 374 9951,"25 Bengal Street, Laudium, Pretoria, Gauteng, 0037","-25.78249, 28.10352",-32.92419,27.42365
 Lawley Extension 1 Clinic,+27 11 855 5869,"Corner of Barracuda and Muckered Streets, Lawley Extension 1, Ennerdale, Gauteng, 1830","-26.39142, 27.81214",-32.92419,27.42365
 Lawley Extension 2 Clinic,+27 11 026 9103,"Corner of Kunene and Makwarela Streets, Lawley, Ennerdale, Gauteng, 1830","-26.37694, 27.80498",-32.92419,27.42365
 Leamogetswe Safety Home,+27 12 375 8845,"999 Mofokeng Street, Saulsville Extension 3, Atteridgeville, Gauteng, 0008","-25.77520, 28.05619",-32.92419,27.42365
 Lebone Crafts,+27 12 460 4571,"25 Charles Street, Baileys Muckleneuk, Waterkloof, Gauteng, 0181","-25.76703, 28.22329",-32.92419,27.42365
 Legae La Bana Drop-In Centre,+27 76 441 4180,"1804 Mamabolo Street, Munsieville Extension 1, Krugersdorp, Gauteng, 1739","-26.07041, 27.75648",-32.92419,27.42365
 Lenasia Clinic,+27 11 852 6073,"95 Nirvana Drive, Lenasia Extension 5, Lenasia, Gauteng, 1827","-26.31422, 27.85136",-32.92419,27.42365
 Lenasia Extension 10 Clinic,+27 11 857 1559,"9388 Arcturus Street, Lenasia South Extension 10, Lenasia, Gauteng, 1829","-26.33950, 27.87291",-32.92419,27.42365
 Lenasia Extension 2 Clinic,+27 11 852 1055,"Corner of Rose Avenue and Eland Street, Lenasia Extension 2, Lenasia, Johannesburg, Gauteng, 1827","-26.32056, 27.82563",-32.92419,27.42365
 Lenasia Health Centre,+27 11 852 1055,"Corner of Rose and Eland Streets, Lenasia, Gauteng, 1827","-26.31386, 27.85080",-32.92419,27.42365
 Lenasia South Civic Clinic,+27 11 855 1617,"Corner of Wellington and Wimbledon Streets, Lenasia South, Lenasia, Gauteng, 1829","-25.75261, 28.24887",-32.92419,27.42365
 Lenasia South Community Health Centre,+27 11 213 9600,"3 Cosmos Street, Lenasia South Extension 1, Lenasia, Gauteng, 1829","-26.37862, 27.85025",-32.92419,27.42365
 Leratong Hospital,+27 11 411 3854,"Adcock Street, Chamdor, Kagiso, Gauteng, 1754","-26.17207, 27.80562",-32.92419,27.42365
 Lesedi South Mobile Clinic,+27 16 341 7394,"50 Ueckermann Street, Heidelberg, Gauteng, 1441","-26.49955, 28.35593",-32.92419,27.42365
 Lesedi West Provincial Clinic,+27 16 341 5266,"Corner of Roets and Cillers Streets, Rensburg, Heidelberg, Gauteng, 1441","-26.52538, 28.37261",-32.92419,27.42365
 Lesedi Youth Project,+27 11 984 3376,"109 Maraba Street, Mapetla, Tshiawelo, Gauteng, 1818","-26.26283, 27.84888",-32.92419,27.42365
 Leseding Care-Givers Project,+27 12 717 5548,"Stand 3421, Arcadia Section, Dertig, Temba, Gauteng, 0441","-25.40656, 28.25924",-32.92419,27.42365
 Leutlwetse Early Childhood Development and Haven,+27 12 706 1766,"Stand 827B, Moagi Section, Hebron, Mabopane, Gauteng, 0193","-25.50210, 28.06498",-32.92419,27.42365
 Levai Mbatha Community Health Centre,+27 16 591 1030,"Stand 814, Corner of Hamilton and Easton Roads, Evaton, Gauteng, 1984","-26.53031, 27.84410",-32.92419,27.42365
 Life Faerie Glen Hospital,+27 12 369 5600,"Corner of Atterbury and Oberon Avenues, Faerie Glen, Pretoria, Gauteng, 0081","-25.79810, 28.31712",-32.92419,27.42365
 Life Fourways Hospital,+27 11 875 1000,"Corner of Cedar Road and Cedar Avenue West, Fourways, Johannesburg, Gauteng, 2191","-26.21576, 28.27774",-32.92419,27.42365
 Life Glynnview Hospital,+27 11 741 5460,"129 131 Howard Avenue, Benoni, Gauteng,","-26.19101, 28.31014",-32.92419,27.42365
 Life Glynnwood Hospital,+27 11 741 5000,"33-35 Harrison Street, Benoni, Gauteng, 1501","-26.19275, 28.30629",-32.92419,27.42365
 Life Pretoria North Surgical Centre,+27 12 546 0322,"260 Burger Street, Pretoria North, Pretoria, Gauteng, 0182","-25.66893, 28.17149",-32.92419,27.42365
 Life Roseacres Clinic,+27 11 842 7500,"Corner of St Joseph and Castor Streets, Symhurst, Germiston, Gauteng, 1401","-26.23200, 27.97925",-32.92419,27.42365
 Life Witpoort Care Centre,+27 11 817 6901,"185 Lemmer Road, Vulcania, Brakpan, Gauteng, 1554","-26.25898, 28.37010",-32.92419,27.42365
 LifeLine Centre - Alexandra,+27 11 443 3555,"45 Eighth Avenue, Corner of Hofmeyer Street, Alexandra, Johannesburg, Gauteng, 2014","-26.13895, 27.94270",-32.92419,27.42365
 LifeLine Centre - Ekurhuleni,+27 11 421 0384,"3 Russell Street, Corner of Mowbray Street, Benoni West, Benoni, Gauteng, 1501","-26.19360, 28.30438",-32.92419,27.42365
 LifeLine Centre - Ikhaya Lokhuselo/Duduza Regional Victims Office,+27 11 730 4900,"1 Nala Street, Duduza, Germiston, Gauteng, 1497","-26.37467, 28.40344",-32.92419,27.42365
 LifeLine Centre - Johannesburg,+27 11 728 1347,"Corner of The Avenue and Henrietta Road, Norwood, Johannesburg, Gauteng, 2192","-26.16263, 28.03338",-32.92419,27.42365
 LifeLine Centre - Khensani Wellness Centre,+27 16 581 1711,"Govan Mbeki Multi-Purpose Community Centre, Sharpeville, Krugersdorp, Gauteng, 1928","-26.10252, 27.77557",-32.92419,27.42365
 LifeLine Centre - Mamello Wellness Centre,+27 16 594 7166,"Lesabasaba School, Sebokeng Zone 132, Sebokeng, Gauteng, 1983","-26.57926, 27.83578",-32.92419,27.42365
 LifeLine Centre - Mamelodi Community Centre,+27 12 842 3726,"1st Floor, Administrative Building, Mamelodi Campus, University of Pretoria, Mamelodi, Gauteng, 0122","-26.07092, 28.10297",-32.92419,27.42365
 LifeLine Centre - National Head Office,+27 80 001 2322,"10th Floor, North City House, Corner of 28 Jorrisen Street and Melle Street, Braamfontein, Johannesburg, Gauteng, 2001","-26.19277, 28.03584",-32.92419,27.42365
 LifeLine Centre - Pretoria,+27 12 804 3619,"Corner of Watermeyer and Naboom Streets with entrance in Stamvrug Street, 71 Watermeyer Street, Val de Grace, Pretoria, Gauteng, 0184","-25.74236, 28.30173",-32.92419,27.42365
 LifeLine Centre - Soshanguve,+27 79 644 8644,"Next to Tadisago Primary School, Stand 344, United Reformed Church, Soshanguve BB, Soshanguve, Gauteng, 0152","-25.49410, 28.09198",-32.92419,27.42365
 LifeLine Centre - Soweto,+27 11 926 3230,"Soweto Clinic, Corner of Braamfisher and Dobsonville Roads, Dobsonville, Soweto, Gauteng, 1865","-25.86834, 28.18558",-32.92419,27.42365
 LifeLine Centre - Tirisano Wellness Centre,+27 16 581 1711,"Palm Springs Mall, Corner of R1558 and Falcon Roads, Palm Springs, Sebokeng, Gauteng, 1984","-26.35416, 28.43404",-32.92419,27.42365
 LifeLine Centre - Tsakane,+27 11 738 7830,"480 Indaba Street, Tsakane Extension 1, Tsakane, Gauteng, 1550","-25.77595, 28.27434",-32.92419,27.42365
 LifeLine Centre - Vaal Triangle,+27 16 428 1640,"Eventide Old Age Home, Monument Road, Duncanville, Vereeniging, Gauteng, 1939","-26.65025, 27.93076",-32.92419,27.42365
 LifeLine Centre - West Rand,+27 11 665 2281,"Corner of Commissioner Street, 25 Boshoff Street, Krugersdorp, Gauteng, 1739","-26.10536, 27.77593",-32.92419,27.42365
 Lifeworks,+27 11 722 7470,"Peregrine House, 6A Sandown Valley Crescent, Sandton, Gauteng, 2196","-26.10222, 28.04960",-32.92419,27.42365
 Light House Christian Worship Centre,+27 82 440 5570,"8950 Tagane Street, Protea Glen Extension 11, Protea Glen, Gauteng, 1834","-26.26859, 27.81581",-32.92419,27.42365
 Lillian Ngoyi Clinic,+27 84 920 1367,"Situated within Chris Hani Baragwanath Academic Hospital, R68 Old Potchefstroom Road, Diepkloof, Soweto, Gauteng, 2013","-26.26340, 27.95589",-32.92419,27.42365
 Lindani'sizwe Home-Based Care and Community Development Project,+27 11 936 5298,"3291, Emdeni Extension, Xuma Street, Emdeni, Gauteng, 1861","-26.22713, 27.69749",-32.92419,27.42365
 Lotsha Ministries Trust,+27 86 156 8742,"Chotties Centre Parys, 9 Kruis Street, Parys, Gauteng, 9585","-26.89986, 27.45345",-32.92419,27.42365
 Lotus Gardens Clinic,+27 12 358 2211,"Corner of Anthesis and Bergamot Streets, Lotus Gardens, Pretoria, Gauteng, 0008","-25.74521, 28.08250",-32.92419,27.42365
 Louis Botha Children's Home,+27 12 333 6184,"5 Briscoe Avenue, Queenswood, Pretoria, Gauteng, 0186","-25.72728, 28.24420",-32.92419,27.42365
" loveLife - National Head Office, Gauteng",+27 11 523 1000,"48 Wierda Road West, Wierda Valley, Sandton, Johannesburg, Gauteng, 2196","-26.11271, 28.05676",-32.92419,27.42365
 Luthando Primary Health Care,+27 84 780 9823,"Stand 10462 Orange Farm Extension 6A, Orange Farm, Gauteng, 1841","-26.45733, 27.85320",-32.92419,27.42365
 Luvuyo Orphanage Home,+27 12 799 1429,"Stand 1758, Soshanguve Block H, Soshanguve, Gauteng, 0152","-25.52008, 28.10906",-32.92419,27.42365
 Lyttelton Clinic,+27 12 358 3289,"Close to Unitas Hospital, Corner of Basden Lane and Rabie Street, Lyttelton, Centurion, Gauteng, 0157","-25.83505, 28.19401",-32.92419,27.42365
 Maboloka HIV and AIDS Awareness,+27 12 729 4100,"Stand 1920, Tambo Section, Maboloka, Mabopane, Gauteng, 0197","-25.50335, 28.02316",-32.92419,27.42365
 Maiphepi Home Place of Safety and Foster Care Centre,+27 76 630 7599,"Corner of Makhutso and Mvubu Streets, Mamelodi East Extension 5, Mamelodi, Gauteng, 0122","-25.72019, 28.39547",-32.92419,27.42365
 Malekanyane Social Development Organisation,+27 12 373 6710,"30 Mokobane Street, Atteridgeville, Gauteng, 0008","-25.76820, 28.07877",-32.92419,27.42365
 Mali Martin Polokegong Centre,+27 13 935 8032,"Plot 60, Rhodepoort Farm, Bronkhorstspruit, Gauteng, 1020","-25.80831, 28.72961",-32.92419,27.42365
 Mama Thando Care Centre,+27 73 364 9403,"3998 Kwena Street, Vlakfontein, Lenasia, Gauteng, 1821","-25.44787, 28.08280",-32.92419,27.42365
 Mamello Wellness Centre,+27 16 594 7166,"Situated within Lesabasaba Primary School, Sebokeng Zone 13, Sebokeng, Gauteng, 1983","-26.57402, 27.84564",-32.92419,27.42365
 Mamelodi Hospital,+27 12 841 8302,"Serapeng Road, Mamelodi East, Mamelodi, Gauteng, 0123","-25.71944, 28.36852",-32.92419,27.42365
 Mamelodi West Clinic,+27 12 358 6420,"Stand 6883, Corner of Shabangu Avenue and Nthsabeleng Street, Mamelodi West, Mamelodi, Gauteng, 0122","-25.71346, 28.33606",-32.92419,27.42365
 Mamonwa Day and After Care Centre,+27 73 130 1550,"31 Eighth Street, Atteridgeville Extension 7, Atteridgeville, Gauteng, 0008","-25.78004, 28.05057",-32.92419,27.42365
 Mandela Sisulu Clinic,+27 11 936 1205,"8299 Pela Street, Orlando West Extension, Orlando, Gauteng, 1804","-26.23613, 27.91686",-32.92419,27.42365
 Mandisa Shiceka Clinic,+27 12 711 3906,"Plot 60, Close to the Rembro Spar, Old Warmbaths Road, Hammanskraal Extension 6, Hammanskraal, Gauteng, 0407","-25.40372, 28.28567",-32.92419,27.42365
 Manger Care Centre - Dolphin House,+27 12 379 3197,"454 Irvine Road, Mountain View, Hercules, Gauteng, 0082","-25.69925, 28.16098",-32.92419,27.42365
 Manger Care Centre - Eden House and Manna Soup Kitchen,+27 11 747 8700,"8 Kirschner Road, Brentwood Park, Benoni, Gauteng, 1501","-26.13221, 28.29966",-32.92419,27.42365
 Maranka Place of Hope Hospice,+27 83 355 4612,"Stand 127, Elandsfontein, Westonaria, Gauteng, 1779","-26.39658, 27.77252",-32.92419,27.42365
 Maria Rantho Clinic,+27 12 797 2857,"Stand 3180, Soshanguve Block L, Soshanguve, Gauteng, 0152","-25.53899, 28.10365",-32.92419,27.42365
 Marie Stopes Clinic South Africa - Johannesburg,+27 80 011 7785,"1st Floor, Umoya House, Gandhi Square Centre, Corner of Rissik and Main Streets, Johannesburg, Gauteng, 2001","-33.14968, 27.69842",-32.92419,27.42365
 Marie Stopes Clinic South Africa - Pretoria,+27 80 011 7785,"373 Johannes Ramokhaase Street, Pretoria, Gauteng, 0002","-25.74291, 28.19631",-32.92419,27.42365
" Marie Stopes Clinic South Africa - Sandton and Provincial Head Office, Gauteng",+27 80 011 7785,"18 Peter Place, Lyme Park, Bryanston, Gauteng, 2191","-26.08152, 28.01759",-32.92419,27.42365
 Marie Stopes Clinic South Africa - Soweto,+27 80 011 7785,"1st Floor Blackchain Centre, Diepkloof Zone 6, Diepkloof, Gauteng, 1864","-26.26012, 27.94839",-32.92419,27.42365
 Marie Stopes Clinic South Africa - Vereeniging,+27 80 011 7785,"Shop 1, Marisol Building, 17 Senator Marks Avenue, Vereeniging, Gauteng, 1939","-26.67730, 27.92878",-32.92419,27.42365
 Market Avenue Clinic,+27 16 430 1731,"22 Market Avenue, Vereeniging, Gauteng, 1939","-26.67505, 27.93152",-32.92419,27.42365
 Mary Moodley Memorial Clinic,+27 11 421 8680,"732 Khan Crescent, Actonville, Benoni, Gauteng, 1501","-26.21402, 28.30120",-32.92419,27.42365
 Masakhani Crisis Centre,+27 11 923 2180,"Situated within Tembisa Hospital, Flint Mazibuko Street, Tembisa, Kempton Park, Gauteng,","-25.98560, 28.23528",-32.92419,27.42365
 Masemola Disabled Children Sport Organisation,+27 11 938 6164,"3707B Molatepi Street, Diepkloof Zone 3, Diepkloof, Gauteng, 1862","-26.23729, 27.94815",-32.92419,27.42365
 Masibambane ART Clinic - Tshwane District Hospital,+27 12 354 7000,"Dr Savage Road, Gezina, Pretoria, Gauteng, 0084","-25.73956, 28.19441",-32.92419,27.42365
 Masibambane Home-Based Care,+27 12 732 1178,"1666 Lesego Street, Cullinan, Gauteng, 1000","-28.71416, 24.71125",-32.92419,27.42365
 Masibulele Care Centre,+27 73 411 6331,"Stand 8879, Evaton West Extension 11, Evaton, Mafatsana, Gauteng, 1984","-26.54211, 27.91321",-32.92419,27.42365
 Mayfair Clinic,+27 11 837 2380,"Corner of Tenth and Somerset Streets, Mayfair, Johannesburg, Gauteng, 2092","-26.20730, 28.01557",-32.92419,27.42365
 Mayibuye Clinic,+27 11 311 2020,"Stand 2328, Commercial Road, Midrand, Gauteng, 1682","-26.03274, 28.16528",-32.92419,27.42365
 Meadowlands Clinic,+27 11 936 1230,"292 Hekpoort Circle, Meadowlands Zone 2, Meadowlands, Gauteng, 1852","-26.21793, 27.89638",-32.92419,27.42365
 Meals on Wheels Community Services - Orange Farm,+27 76 481 8559,"Stand 4846, Lakeside, Orange Farm Extension 2, Orange Farm, Gauteng, 1841","-26.45733, 27.85320",-32.92419,27.42365
 Medi-Clinic - Muelmed,+27 12 440 0600,"577 Pretorius Street, Arcadia, Pretoria, Gauteng, 0083","-25.74702, 28.20066",-32.92419,27.42365
 Men for Development in South Africa - Tembisa,+27 11 316 0058,"3699 Freedom Drive, Ivory Park Extension 2, Tembisa, Gauteng, 1632","-23.83754, 29.39553",-32.92419,27.42365
 Mental Health Society - Laudium,+27 12 374 3002,"203 Maxwell Road, Laudium, Pretoria, Gauteng, 0037","-25.78869, 28.11122",-32.92419,27.42365
 Mental Health Society - Vaal Triangle,+27 16 931 2910,"10 Daudet Street, Vanderbijlpark, Gauteng, 1911","-26.70626, 27.81984",-32.92419,27.42365
 Mercy Clinic,+27 12 704 1032,"Plot 1080, Winterveld, Mabopane, Gauteng, 0198","-25.48826, 28.05313",-32.92419,27.42365
 Mercy House,+27 12 329 6682,"407 Flowers Street, Gezina, Pretoria, Gauteng, 0084","-25.72705, 28.20393",-32.92419,27.42365
 Meyerton Clinic,+27 16 360 5882,"28 Michelle Road, Meyerton, Gauteng, 1961","-26.26534, 28.40715",-32.92419,27.42365
 Michael Maponya Clinic,+27 11 933 2503,"1279 Mtangai Street, Pimville Zone 1, Pimville, Gauteng, 1809","-26.26218, 27.90973",-32.92419,27.42365
 Mid Ennerdale Clinic,+27 11 855 5615,"Corner of Ormson Street and Second Avenue, Mid-Ennerdale, Odin Park, Gauteng, 1830","-26.05797, 27.96891",-32.92419,27.42365
 Midrand Association,+27 11 310 1833,"Unit 1, Rabie Ridge Community Centre, Corner of Stilte and Korhaan Streets, Midrand, Gauteng, 1682","-26.23332, 27.96802",-32.92419,27.42365
 Midrand West Clinic,+27 11 315 4379,"Corner of Seventh Road and Harry Galaun Drive, Halfway Gardens, Halfway House, Gauteng, 1686","-25.98452, 28.11287",-32.92419,27.42365
 Midvaal East Provincial Mobile Clinic,+27 16 360 5880,"28 Michelle Road, Meyerton, Gauteng, 1961","-26.26534, 28.40715",-32.92419,27.42365
 Midvaal South Provincial Mobile Clinic,+27 16 360 5880,"28 Michelle Road, Meyerton, Gauteng, 1961","-26.26534, 28.40715",-32.92419,27.42365
 Mission Society Care Restoration,+27 11 850 2817,"Stand 5084 Extension 2, Mvelase Street, Orange Farm, Johannesburg, Gauteng, 1841","-26.02205, 28.21697",-32.92419,27.42365
 Mmametlhake Community Hospital,+27 12 721 2391,"Eiffel Street, Hammanskraal, Gauteng, 0407","-25.41085, 28.28952",-32.92419,27.42365
 Mo-Afrika Ithlokomele,+27 11 933 4499,"3623 Modjaji Street, Pimville, Soweto, Gauteng, 1809","-26.27460, 27.89125",-32.92419,27.42365
 Modiegi Sekedi Motlhabane Foundation,+27 71 497 2156,"70B Mamabolo Street, Naledi, Gauteng, 1861","-26.25129, 27.82152",-32.92419,27.42365
 Moemisi Community Centre,+27 73 249 7510,"11756 Mabena Street, Ivory Park, Tembisa, Gauteng, 1693","-25.99137, 28.20060",-32.92419,27.42365
 Moepathutse Children's Centre,+27 78 366 2837,"Stand 3786, Refentse, Hammanskraal, Gauteng, 0407","-25.40084, 28.27259",-32.92419,27.42365
 Mofolo Community Health Centre,+27 11 983 5448,"1415 Elias Motsoaledi Road, Mofolo Central, Dube, Gauteng, 1801","-26.24324, 27.88119",-32.92419,27.42365
 Mofolo South Municipal Clinic,+27 11 984 4050,"739 Elias Motsoaledi Road, Mofolo South, Dube, Gauteng, 1801","-26.25790, 27.88620",-32.92419,27.42365
 Mohau Centre,+27 12 318 6762,"Kalafong Road, Atteridgeville, Pretoria, Gauteng, 0008","-25.76041, 28.09060",-32.92419,27.42365
 Moroka Clinic,+27 11 984 1914,"3197 Malatsi Street, Mofolo South, Dube, Gauteng, 1801","-25.98368, 28.20707",-32.92419,27.42365
 Mother of Peace Communities - Johannesburg,+27 10 220 5110,"457A Valley Road, North Riding, Gauteng, 2169","-26.03992, 27.93385",-32.92419,27.42365
 mothers2mothers - Gauteng,+27 12 430 2700,"1110 Pretorius Street, Hatfield, Pretoria, Gauteng, 0083","-25.74421, 28.24202",-32.92419,27.42365
 Mountainview Clinic,+27 82 467 9239,"Wilson Street, Ennerdale, Gauteng, 1833","-26.18089, 28.20441",-32.92419,27.42365
 Mphatlalatsane Creche and Pre-School,+27 83 590 1643,"Stand 13937, Ebuhleni Section, Ivory Park, Tembisa, Gauteng, 1693","-26.02372, 28.21375",-32.92419,27.42365
 Mphuthi weZintandane,+27 11 863 9566,"17837 Lebabi Street, Vosloorus Extension 25, Vosloorus, Gauteng, 1475","-25.55513, 28.08080",-32.92419,27.42365
 Mpumelelo Clinic - Evaton North,+27 16 583 1736,"1836 Rabotapi Street, Evaton North, Residensia, Gauteng, 1984","-25.98560, 28.20900",-32.92419,27.42365
 Mpumelelo Municipal Clinic - Midrand,+27 11 261 0910,"13985 Katlego Street, Ivory Park Extension 3, Tembisa, Gauteng, 1632","-26.07544, 27.75192",-32.92419,27.42365
 Muslim AIDS Programme - Johannesburg,+27 11 492 1282,"65 Lilian Road, Fordsburg, Johannesburg, Gauteng, 2092","-26.20643, 28.02254",-32.92419,27.42365
" Muslim AIDS Programme - National Head Office, Gauteng",+27 11 373 8080,"32 Dolly Rathebe Street, Fordsburg, Johannesburg, Gauteng, 2092","-26.20388, 28.02123",-32.92419,27.42365
 Naka-Isizwe Sethu Health Care Project,+27 16 581 1581,"Stand 3272, Section G, Palm Springs, Evaton, Gauteng, 1984","-26.26719, 28.51102",-32.92419,27.42365
 Naledi Clinic,+27 11 980 4926,"Corner of Letsatsi and Radebe Streets, Naledi Extension 2, KwaXuma, Gauteng, 1868","-26.26012, 27.82081",-32.92419,27.42365
 Nanga Vhuthilo - Choose Life,+27 11 984 7324,"2167 Kelimotse Street, Moroka, Soweto, Gauteng, 1804","-26.26755, 27.86936",-32.92419,27.42365
 National AIDS Helpline,+27 80 001 2322,"10th Floor, North City House, Corner of Melle and Jorrisen Streets, Braamfontein, Johannesburg, Gauteng, 2001","-26.12659, 27.96124",-32.92419,27.42365
 National Association of Child Care Workers - Johannesburg,+27 11 484 6615,"Room 35, TMI Building, 13 Joubert Street Extension, Corner of Empire and Joubert Streets, Parktown, Johannesburg, Gauteng, 2193","-26.18626, 28.04093",-32.92419,27.42365
 National Health Laboratory Service - Thelle Mogoerane Provincial Hospital,+27 11 909 1105,"Thelle Mogoerane Provincial Hospital, 12390 Nguza Street, Vosloorus Extension 14, Vosloorus, Gauteng, 1475","-26.35737, 28.22491",-32.92419,27.42365
 Nazareth House - Johannesburg,+27 11 487 0559,"1 Webb Street, Yeoville, Johannesburg, Gauteng, 2198","-26.18488, 28.05807",-32.92419,27.42365
 Nellmapius Clinic,+27 12 358 5779,"610 Lorriesfontein Crescent, Nellmapius Extension 1, Pretoria, Gauteng, 0122","-25.73973, 28.34744",-32.92419,27.42365
 Nelson Mandela Children's Fund - Johannesburg,+27 11 274 5600,"21 Eastwold Way, Saxonwold, Johannesburg, Gauteng, 2196","-26.16478, 28.04754",-32.92419,27.42365
 Neo Bonolo Drop-in-Centre,+27 11 914 3182,"559 Mokoena Street, Benoni, Wattville, Gauteng, 1501","-26.22060, 28.29513",-32.92419,27.42365
 Netcare Clinton Hospital,+27 11 724 2300,"62 Clinton Road, New Redruth, Alberton, Gauteng, 1449","-26.27086, 28.12059",-32.92419,27.42365
 Netcare Garden City Hospital,+27 11 495 5000,"33 Bartlett Road, Mayfair, Johannesburg, Gauteng, 2092","-26.19767, 28.00786",-32.92419,27.42365
 Netcare Linksfield Hospital,+27 11 647 3400,"24 Twelfth Avenue, Linksfield West, Orange Grove, Johannesburg, Gauteng, 2192","-26.15946, 28.09526",-32.92419,27.42365
 Netcare Moot Hospital,+27 12 330 8200,"572 Eighteenth Avenue, Rietfontein, Pretoria, Gauteng, 0084","-25.71465, 28.21788",-32.92419,27.42365
 Netcare Olivedale Hospital,+27 11 777 2000,"Corner of President Fouche Road and Windsor Way, Randburg, Gauteng, 2194","-34.10363, 20.96127",-32.92419,27.42365
 Netcare Pretoria East Hospital,+27 12 422 2300,"Corner of Garsfontein and Netcare Roads, Moreletapark, Pretoria, Gauteng, 0181","-25.78407, 28.26502",-32.92419,27.42365
 Netcare Rand Hospital,+27 11 644 2700,"33 Bruce Street, Berea, Johannesburg, Gauteng, 2198","-26.13627, 28.07584",-32.92419,27.42365
 Netcare Sunninghill Hospital,+27 11 806 1500,"Corner of Nanyuki and Witkoppen Roads, Sunninghill Park, Johannesburg, Gauteng, 2191","-26.12786, 27.96179",-32.92419,27.42365
 Netcare Union Hospital,+27 11 724 2000,"47 Clinton Road, New Redruth, Alberton, Gauteng, 1449","-26.27086, 28.12059",-32.92419,27.42365
 Netcare Waterfall City Hospital,+27 11 951 0200,"9 Burger Street, Krugersdorp, Gauteng, 1739","-26.10622, 27.78082",-32.92419,27.42365
 Netcare Waterfall City Hospital,+27 11 304 6600,"Corner of Magwa Crescent and Mac Mac Avenue, Midrand, Gauteng, 1682","-25.77897, 28.38378",-32.92419,27.42365
 New Apostolic Faith Mission Church,+27 78 212 5218,"852C Sebukone Street, White City, Pimville, Gauteng, 1809","-26.25714, 27.87814",-32.92419,27.42365
 New BeginningZ - The Haven and Baby Walls,+27 12 384 2189,"558 Bengal Street, Laudium, Pretoria, Gauteng, 0037","-25.78249, 28.10352",-32.92419,27.42365
 New Eersterust Clinic,+27 12 806 1300,"Stand 3285, 214 Willie Swart Avenue, Eersterust B, Eersterust, Pretoria, Gauteng, 0022","-25.71667, 28.30800",-32.92419,27.42365
 New Hope Federation,+27 11 024 7058,"29 Oxford Road, Forest Town, Johannesburg, Gauteng, 2193","-26.17377, 28.03955",-32.92419,27.42365
 New Image Rover Crew - Kwa-Thema,+27 11 737 1161,"13213 Madlebee Street, KwaThema West, Springs, Gauteng, 1575","-26.29858, 28.40043",-32.92419,27.42365
 New Jerusalem Children's Home,+27 10 224 0460,"138 Steyn Road, President Park, Midrand, Gauteng, 1682","-26.00531, 28.16390",-32.92419,27.42365
 New Life Centre Shelter,+27 11 264 0420,"72 Chaucer Road, Lombardy East, Johannesburg, Gauteng, 2090","-26.11623, 28.13083",-32.92419,27.42365
 New Life Church,+27 11 706 7565,"1 Grosvenor Road, Bryanston, Johannesburg, Gauteng, 2191","-26.06999, 28.03630",-32.92419,27.42365
 NG Welsyn/NG Welfare - Carletonville,+27 18 787 4038,"Northview, 23 Kaolin Street, Carletonville, Gauteng, 2499","-26.35978, 27.39899",-32.92419,27.42365
" NG Welsyn/NG Welfare - Emanang Nokeng Community Care Unit, West Rand",+27 11 763 5644,"18 Currie Street, Roodepoort, Gauteng, 1724","-26.16016, 27.86030",-32.92419,27.42365
 NG Welsyn/NG Welfare - Krugersdorp,+27 11 660 3183,"Corner of Commissioner and Omega Streets, Krugersdorp, Gauteng, 1739","-26.10709, 27.77032",-32.92419,27.42365
 NG Welsyn/NG Welfare - Meyerton,+27 16 362 0864,"NG Church Complex, Corner of Loch and Reitz Streets, Meyerton, Gauteng, 1961","-26.55688, 28.01081",-32.92419,27.42365
 NG Welsyn/NG Welfare - Randfontein,+27 11 412 1035,"Corner of Buiten and Stegman Streets, Randpoort, Randfontein, Gauteng, 1759","-26.27633, 27.80282",-32.92419,27.42365
 NG Welsyn/NG Welfare - Roodepoort,+27 11 763 5644,"18 Currie Street, Roodepoort, Gauteng, 1724","-26.16016, 27.86030",-32.92419,27.42365
