name,telephone,adress,gps,lattitude,longitude
 Thokozane Clinic,+27 13 708 7909,"Next to Makoropane Primary School, Marite Trust Village, Bushbuckridge, Mpumalanga, 1244","-24.96017, 31.10450",-32.92419,27.42365
 Tholimpilo Home-Based Care,+27 17 714 7780,"2172 Thanjekwayo Street, Standerton, Mpumalanga, 2430","-26.49801, 29.96547",-32.92419,27.42365
 Tholulwazi Protective Workshop,+27 82 632 9845,"34 Kwaggafontein Street, Kwaggafontein, Empumalanga, Mpumalanga, 0458","-25.29541, 28.94086",-32.92419,27.42365
 Tholusizwe Home-Based Care - Driefontein,+27 82 409 7238,"Near to Old Stand Clinic, Plot 191, Vilakazi, Inthuthuko, eMkhondo, Mpumalanga, 2383","-25.31349, 31.10313",-32.92419,27.42365
 Thulamahashe Community Health Centre,+27 13 773 1350,"Next to Department of Home Affairs, Thulamahashe Main Road, Thulamahashe, Acornhoek, Mpumalanga, 1365","-25.08880, 30.77859",-32.92419,27.42365
 Thusiville Clinic,+27 17 819 5031,"Corner of OR Tambo and Mandela Streets, Ermelo, Mpumalanga, 2351","-25.88909, 29.27719",-32.92419,27.42365
" Thuthuzela Care Centre - Ermelo Hospital, Ermelo",+27 17 811 2031,"Ermelo Hospital, 1 Joubert Street, Ermelo, Mpumalanga, 2351","-26.52211, 29.97626",-32.92419,27.42365
" Thuthuzela Care Centre - Evander Hospital, Evander",+27 17 632 2211,"Evander Hospital, Corner of Bologna and Lausanne Roads, Evander, Mpumalanga, 2280","-26.46854, 29.11898",-32.92419,27.42365
" Thuthuzela Care Centre - Themba Hospital, Themba",+27 13 796 9400,"Themba Hospital, 1213 Kabokweni Main Road, Kabokweni, White River, Mpumalanga, 1245","-25.34515, 31.12144",-32.92419,27.42365
" Thuthuzela Care Centre - Witbank Hospital, eMalahleni",+27 13 653 2208,"Witbank Hospital, Corner of Coert Steynberg and Mandela Streets, eMalahleni, Mpumalanga, 1034","-25.87568, 29.22860",-32.92419,27.42365
 Tintswalo Gateway Clinic,+27 13 795 8600,"Next to Police Station, Tintswalo Village, Acdranhoek, Bushbuckridge, Mpumalanga, 1360","-24.59180, 31.05980",-32.92419,27.42365
 Tintswalo Hospital,+27 13 795 8600,"Next to the Police Station, Acornhoek, Nelspruit, Mpumalanga, 1360","-24.59191, 31.06047",-32.92419,27.42365
 Tjakastad Clinic,+27 17 883 0698,"Next to Roman Catholic Church, Stand 86, Main Road, Tjakastad, Lamagadlela, Belfast, Mpumalanga, 1193","-25.95157, 29.20456",-32.92419,27.42365
 Tonga Block B Clinic,+27 13 780 7356,"Next to Khulamsika Combined School, Block B Trust, Komatipoort, Nelspruit, Mpumalanga, 1341","-25.64460, 31.84110",-32.92419,27.42365
 Tonga Block C Clinic,+27 79 949 1846,"Stand 1, Block C, Malelani, Mpumalanga, 1440","-25.64460, 31.84110",-32.92419,27.42365
" Treatment Action Campaign - Provincial Office, Mpumalanga",+27 17 811 5085,"Office 4 and 5, Trigon Building, 100 Joubert Street, Ermelo, Mpumalanga, 2351","-26.51934, 29.99429",-32.92419,27.42365
 Troya Clinic,+27 13 973 9168,"Next to Gobolibe High School, Stand 9, Matimpule Village, Troya Street, Hammaskraal, Mpumalanga, 0431","-25.06530, 28.80540",-32.92419,27.42365
 Tutela Family Care - Secunda,+27 17 687 1344,"Corner of Nelson Mandela Drive and 103D Besterecta Avenue, Secunda, Mpumalanga, 2302","-26.52272, 29.20440",-32.92419,27.42365
 Tweefontein C Clinic,+27 13 945 7060,"Stand 1558, Tweefontein C, KwaMhlanga, Mpumalanga, 1022","-25.34920, 28.82230",-32.92419,27.42365
 Umphumela Drop-In Centre,+27 73 260 1790,"Ward 20, 12535 E Road, Moria Crescent, Embalenhle Extension 10, Mpumalanga, 2285","-26.52938, 29.07434",-32.92419,27.42365
 Uniting Presbyterian Church in South Africa - St James Presbyterian Church,+27 13 778 8371,"671 Portion 1, Matsulu, Nelspruit, Mpumalanga, 1203","-25.51119, 31.33971",-32.92419,27.42365
 Utah Clinic,+27 13 795 6910,"Next to Manyangana High School, 124 Utha Trust, Bushbuckridge, Mpumalanga,1246","-24.41210, 31.26480",-32.92419,27.42365
 Uthando Shelter,+27 72 700 0584,"T4 Mshaza Street, Masoyi, Hazyview, Mpumalanga, 1242","-25.05191, 31.13667",-32.92419,27.42365
 Valencia Park Clinic,+27 72 718 4021,"52 Nemezia Avenue, Valenca Park, Nelspruit, Mpumalanga, 1200","-25.47470, 30.97580",-32.92419,27.42365
 Vezokuhle Home-Based Care,+27 73 075 2242,"Next to Lutheran Church, Sand River, Hazyview, Mpumalanga, 1242","-25.05191, 31.13667",-32.92419,27.42365
 Volksrust Clinic,+27 17 735 1769,"Corner of Zondo and East Streets, Volksrust, Mpumalanga, 2470","-27.36650, 29.88574",-32.92419,27.42365
 Volksrust Mobile Clinic,+27 17 735 1769,"Corner of Zondo and East Streets, Volksrust, Mpumalanga, 2470","-34.21007, 24.82842",-32.92419,27.42365
 Vukuzakhe Clinic,+27 17 735 1246,"Stand 849/36, Vukuzakhe, Volksrust, Mpumalanga, 2470","-27.36918, 29.90187",-32.92419,27.42365
 Vulingondo Sibasize Home-Based Care,+27 17 861 3421,"Ward 13, Office 104, 2nd Floor, Thusong Service Centre, Breytenbach Street, Breyten, Ermelo, Mpumalanga, 2330","-26.30235, 29.98811",-32.92419,27.42365
 Vumani Bo Healing Centre,+27 13 755 2832,"12 Africa House, Corner of Brown and Bester Streets, Nelspruit, Mpumalanga, 1201","-25.46774, 30.98013",-32.92419,27.42365
 Wakkerstroom Primary Health Care Clinic,+27 17 730 0047,"Corner of Hoog and Engelwerk Streets, Wakkerstroom, Mpumalanga, 2480","-27.35530, 30.14580",-32.92419,27.42365
 Warburton Community Health Centre,+27 17 845 1828,"Next to York Kumber Factory, Warburton Farm, 3345 Nganga, Warburton, Mpumalanga, 2333","-26.13101, 30.22740",-32.92419,27.42365
 Waterval Community Health Centre,+27 13 944 0001,"Stand 7003, Waterval A, Siyabuswa, Mpumalanga, 0477","-25.11777, 29.06124",-32.92419,27.42365
 Welverdiend Pfunani Home-Based Care,+27 72 449 2196,"Ward 34, House 109, Welverdiend, Hluvukani, Mpumalanga, 1363","-24.64467, 31.34900",-32.92419,27.42365
 White River Clinic,+27 13 750 6041,"Chief Mgiyeni Khumalo Drive, White River, Mpumalanga, 1240","-25.32880, 31.01880",-32.92419,27.42365
 Winifred Maboeba Community Health Clinic,+27 17 720 0906,"Stand 5359, R23, Sakhile, Standerton, Mpumalanga, 2431","-26.94305, 29.21888",-32.92419,27.42365
 Witlaagte Clinic,+27 12 723 7902,"Stand 135, Hants Section Kwa Litho, Wetlaagte Village, Hammaskraal, Mpumalanga, 0482","-25.13363, 28.64599",-32.92419,27.42365
 Wolwekraal Clinic,+27 71 333 1000,"Next to Siyabuswa Town, Stand 0092, Maphotla Village, Maphotla, Siyabuswa, Mpumalanga, 1742","-25.15940, 28.96250",-32.92419,27.42365
 Word of Life Ministries International Church,+27 82 293 9782,"Ward 20, Stand 12704, Embalenhle Extension 10, Mpumalanga, 2285","-26.54969, 29.07589",-32.92419,27.42365
 Xanthia Clinic,+27 13 797 4903,"Next to Hluvukani Primary School, Xanthia, Bushbuckridge, Mpumalanga, 1280","-24.83550, 31.14572",-32.92419,27.42365
 Youth for Christ - Mpumalanga,+27 13 752 6445,"46 Anderson Street, Nelspruit, Mpumalanga, 1201","-25.46998, 30.97489",-32.92419,27.42365
 Zimiseleni Dots and Home-Based Care,+27 82 398 8261,"Ward 26, Stand 608, Driekoppies Trust, Malelane, Mpumalanga, 1320","-25.45966, 31.53630",-32.92419,27.42365
 Zoeknog Clinic,+27 13 777 8110,"Next to Mahubahuba High School, Zoeknog, Nelspruit, Mpumalanga, 1288","-24.75584, 30.97533",-32.92419,27.42365
 Zwelisha Clinic - Mpumalanga,+27 13 769 4545,"Stand 4C, Zwelisha Trust, Kabokweni, White River, Mpumalanga, 1245","-25.32763, 31.02670",-32.92419,27.42365
